activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,549300R22XCNNGVXRO22,39100,NY,36027,36027210101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,475000.0,85.909,6.75,-0.989,2,3494.0,NA,0.0,,,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,179,38,11,11,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,6,,,,,10,,,,5437,39.18,119600,99.93,1069,1680,69
2023,549300OTLWFQPOOSC346,39100,NY,36027,36027130003,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,Race Not Available,Male,1,0,2,1,1,1,2,2,2,65000.0,86.335,8.0,2.324,2,NA,686.6,NA,NA,NA,240,NA,NA,2,2,2,2,85000,2,1,2,3,1,NA,60,38,2,10,12,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,2,6,,,,,10,,,,5341,22.13,119600,82.29,1092,1836,41
2023,549300OTLWFQPOOSC346,39100,NY,36027,36027010000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,White,Female,5,0,2,1,1,1,2,2,2,35000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,2,1,2,3,1,NA,33,NA,9,9,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,2,6,,,,,10,,,,3769,21.09,119600,71.83,951,1725,68
2023,549300OTLWFQPOOSC346,39100,NY,36027,36027060202,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,White,Joint,1,0,2,1,1,1,2,2,2,115000.0,79.72,7.5,1.08,2,NA,727.2,NA,NA,NA,240,NA,NA,2,2,2,2,145000,2,1,2,3,1,NA,90,20%-<30%,2,2,3,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,45-54,No,No,2,2,6,,,,,10,,,,4302,28.27,119600,96.24,1322,1714,52
2023,FT6J43S06X6CLJ0R0B48,39100,NY,36027,36027070301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,0,2,1,1,1,2,2,1,195000.0,55.0,6.5,0.541,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,355000,1,3,3,5,1,NA,NA,NA,3,9,2,,,,,2,,,,,2,2,26,,,,,26,,,,,2,2,2,1,2,2,35-44,45-54,No,No,1,1,6,,,,,10,,,,6008,24.38,119600,88.64,1737,2340,51
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,6,2,1,1,1,2,2,2,685000.0,85.0,5.99,-0.119,2,18871.82,NA,15075.82,13780.82,6000.0,360,NA,NA,2,2,2,2,815000,1,1,3,5,1,NA,164,43,9,3,3,,,,,3,,,,,3,3,6,,,,,6,,,,,3,3,2,2,3,3,35-44,25-34,No,No,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,1,1,2,2,2,555000.0,90.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,107,>60%,9,9,3,,,,,3,,,,,3,3,6,,,,,6,,,,,3,3,1,1,3,3,25-34,25-34,No,No,1,1,1,,,,,1,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,2,0,2,1,1,1,2,2,2,515000.0,90.0,5.5,-0.049,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,192,43,1,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,3,5,3,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,1,1,2,2,2,645000.0,80.0,6.875,0.046,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,325,30%-<36%,1,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,1,5,3,4,65-74,9999,Yes,NA,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,1,1,2,2,2,525000.0,80.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,220,50%-60%,9,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,2,5,3,4,35-44,9999,No,NA,1,1,6,,,,,1,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,71,2,1,1,1,2,2,2,535000.0,80.0,6.625,0.93,2,15804.03,NA,12307.03,7307.03,6000.0,180,NA,NA,2,2,2,2,665000,1,1,3,5,1,NA,160,46,1,10,2,,,,,5,,,,,3,4,3,,,,,8,,,,,3,4,1,5,3,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,6,2,1,1,1,2,2,2,205000.0,22.824,7.375,0.376,2,4643.25,NA,1295.0,,,360,NA,NA,2,2,2,2,875000,1,1,3,5,1,NA,174,41,1,10,2,,,,,5,,,,,3,4,2,21,,,,8,,,,,3,4,2,5,3,4,>74,9999,Yes,NA,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,6,2,1,1,1,2,2,2,575000.0,80.0,4.99,-1.665,2,7701.56,NA,4294.68,37699.68,,360,NA,NA,2,2,2,2,725000,1,1,3,5,1,NA,416,39,9,2,3,,,,,3,,,,,3,3,6,,,,,6,,,,,3,3,2,1,3,3,65-74,65-74,Yes,Yes,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,6,2,1,1,1,2,2,2,585000.0,80.0,5.49,-1.613,2,5479.12,NA,1500.0,36500.0,,360,NA,NA,2,2,2,2,735000,1,1,3,5,1,NA,235,20%-<30%,1,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,2,5,3,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,485000.0,70.0,4.99,-1.199,2,4641.24,NA,1395.0,20223.68,,360,NA,NA,2,2,2,2,695000,1,1,3,5,1,NA,142,46,9,1,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,35-44,35-44,No,No,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,71,2,1,1,1,2,2,2,505000.0,72.938,7.0,1.23,2,14912.0,NA,10045.0,5000.0,6000.0,360,NA,NA,2,2,2,2,685000,1,1,3,5,1,NA,119,49,1,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,1,5,3,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,2,0,2,1,1,1,2,2,2,485000.0,64.963,7.25,0.304,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,120,>60%,1,10,2,,,,,5,,,,,3,4,3,,,,,8,,,,,3,4,2,5,3,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,605000.0,70.588,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,58,>60%,9,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,1,5,3,4,65-74,9999,Yes,NA,1,1,6,,,,,1,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,71,2,1,1,1,2,2,2,615000.0,74.993,7.125,0.812,2,24755.46,NA,20956.46,19457.46,6000.0,360,NA,NA,2,2,2,2,815000,1,3,3,5,1,NA,200,43,2,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,1,5,3,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,1,1,2,2,2,95000.0,13.991,5.25,0.049,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,645000,1,1,3,5,1,NA,128,20%-<30%,9,1,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,55-64,>74,No,Yes,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,3,0,2,1,1,1,2,2,2,665000.0,95.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,265,30%-<36%,9,3,3,,,,,3,,,,,3,3,6,,,,,6,,,,,3,3,2,1,3,3,35-44,35-44,No,No,1,1,6,,,,,3,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,2,0,2,1,1,1,2,2,2,345000.0,54.488,6.375,0.06,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,90,48,1,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,3,5,3,4,55-64,9999,No,NA,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,505000.0,55.495,6.875,0.556,2,5977.0,NA,1395.0,,6000.0,360,NA,NA,2,2,2,2,905000,1,1,3,5,1,NA,272,44,9,1,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,65-74,55-64,Yes,Yes,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,4,0,2,1,1,1,2,2,2,515000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,337,NA,9,9,2,,,,,2,,,,,3,3,2,22,,,,2,22,,,,3,3,1,2,3,3,55-64,45-54,No,No,1,1,6,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,95000.0,13.991,5.25,-0.05,2,4933.69,NA,1732.5,337.5,,180,NA,NA,2,2,2,2,645000,1,1,3,5,1,NA,110,30%-<36%,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,1,5,3,4,55-64,9999,No,NA,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,2,525000.0,80.0,6.625,0.294,2,17921.7,NA,14430.7,13135.7,6000.0,360,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,466,20%-<30%,1,9,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,25-34,25-34,No,No,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Male,3,0,2,1,1,1,2,2,2,425000.0,80.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,33,>60%,9,10,1,,,,,5,,,,,3,4,3,,,,,8,,,,,3,4,1,5,3,4,25-34,9999,No,NA,1,1,1,,,,,1,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,485000.0,80.0,5.99,-0.099,2,17545.39,NA,12843.39,12748.39,6000.0,360,NA,NA,2,2,2,2,605000,1,1,3,5,1,NA,161,46,1,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,1,5,3,4,>74,9999,Yes,NA,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Joint,1,6,2,3,1,1,2,2,2,595000.0,81.279,5.99,-0.995,2,12598.19,NA,9080.0,13685.0,,360,NA,NA,2,2,2,2,735000,1,1,3,5,1,NA,292,30%-<36%,9,3,2,,,,,2,,,,,3,3,6,,,,,6,,,,,3,3,1,2,3,3,45-54,45-54,No,No,1,1,1,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,71,2,1,1,1,2,2,2,585000.0,80.0,7.5,0.901,2,9757.9,NA,6210.9,8033.82,6000.0,360,NA,NA,2,2,2,2,735000,1,1,3,5,1,NA,248,30%-<36%,9,1,2,,,,,2,,,,,3,3,3,,,,,3,,,,,3,3,2,1,3,3,55-64,45-54,No,No,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,6,2,1,1,1,2,2,2,565000.0,73.906,6.625,0.315,2,18478.66,NA,14748.66,13453.66,6000.0,360,NA,NA,2,2,2,2,765000,1,1,3,5,1,NA,295,45,3,10,2,,,,,5,,,,,3,4,2,23,,,,8,,,,,3,4,2,5,3,4,55-64,9999,No,NA,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,545000.0,80.0,6.625,-0.938,2,10325.21,NA,6915.9,20520.9,6000.0,360,NA,NA,2,2,2,2,685000,1,1,3,5,1,NA,420,30%-<36%,9,1,2,,,,,2,,,,,3,3,5,,,,,6,,,,,3,3,2,1,3,3,35-44,45-54,No,No,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,405000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,646,NA,9,9,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,1,1,2,2,2,485000.0,80.0,7.0,0.319,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,177,47,9,2,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,>74,65-74,Yes,Yes,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493009BD405QQTMXO12,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,505000.0,59.195,6.625,0.295,2,8449.19,NA,4420.0,3125.0,6000.0,360,NA,NA,2,2,2,2,845000,1,1,3,5,1,NA,250,36,3,9,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,65-74,65-74,Yes,Yes,1,1,2,,,,,10,,,,6189,47.96,119600,102.79,980,1372,23
