activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,549300CB67L6KPJLHE19,27060,NY,36109,36109002000,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Race Not Available,Female,1,0,2,1,1,1,2,2,2,45000.0,NA,8.1,1.244,3,NA,1800.0,NA,NA,NA,240,NA,NA,2,2,2,2,55000,2,2,2,3,1,NA,140,46,9,3,2,,,,,2,,,,,2,2,6,,,,,6,,,,,2,2,2,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,4291,17.94,112000,95.19,1151,1580,44
2023,549300CB67L6KPJLHE19,27060,NY,36109,36109001500,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,Race Not Available,Female,2,0,2,1,1,1,2,2,2,55000.0,NA,10.0,3.624,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,65000,2,1,2,3,1,NA,54,46,1,10,1,11,12,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,6,,,,,10,,,,6321,28.51,112000,120.23,1404,2044,32
2023,549300CB67L6KPJLHE19,27060,NY,36109,36109001600,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,2,0,2,1,1,1,2,2,2,95000.0,NA,8.25,2.418,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,105000,2,1,2,4,1,NA,47,30%-<36%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,4263,12.53,112000,82.65,1439,2029,61
2023,549300CB67L6KPJLHE19,27060,NY,36109,36109001700,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,2,0,2,1,1,1,2,2,2,125000.0,NA,9.75,3.136,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,125000,2,1,2,1,1,NA,106,30%-<36%,1,9,2,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,<25,35-44,No,No,2,1,6,,,,,10,,,,4368,15.32,112000,75.37,1344,1857,41
2023,549300CB67L6KPJLHE19,27060,NY,36109,36109001800,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,2,0,2,1,1,1,2,2,2,35000.0,NA,8.5,3.061,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,35000,2,1,2,3,1,NA,54,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,4883,15.3,112000,80.54,1758,2494,40
2023,549300CB67L6KPJLHE19,27060,NY,36109,36109002100,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,2,0,2,1,1,1,2,2,2,75000.0,NA,8.75,3.752,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,75000,2,1,2,3,1,NA,60,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,4203,15.8,112000,98.52,1379,1966,42
2023,549300CB67L6KPJLHE19,27060,NY,36109,36109002200,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,White,Joint,2,0,2,1,1,1,2,2,2,85000.0,NA,8.25,2.202,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,85000,2,1,2,3,1,NA,60,40,1,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,35-44,No,No,2,1,6,,,,,10,,,,4431,12.59,112000,81.63,1299,1882,52
2023,549300CB67L6KPJLHE19,27060,NY,36109,36109001700,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,165000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,165000,2,1,2,4,1,NA,112,47,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,2,1,6,,,,,3,,,,4368,15.32,112000,75.37,1344,1857,41
2023,549300CB67L6KPJLHE19,27060,NY,36109,36109001700,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,165000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,175000,2,1,2,1,1,NA,112,48,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,2,1,6,,,,,1,,,,4368,15.32,112000,75.37,1344,1857,41
2023,549300CB67L6KPJLHE19,27060,NY,36109,36109001400,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Race Not Available,Male,3,0,2,1,1,1,2,2,2,85000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,95000,2,1,2,3,1,NA,81,45,9,3,2,,,,,2,,,,,2,2,6,,,,,6,,,,,2,2,1,1,2,2,45-54,65-74,No,Yes,1,1,6,,,,,3,9,,,3595,21.42,112000,118.19,935,1552,47
2023,549300CB67L6KPJLHE19,27060,NY,36109,36109001400,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,85000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,85000,2,1,2,3,1,NA,85,41,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,45-54,65-74,No,Yes,2,1,6,,,,,9,,,,3595,21.42,112000,118.19,935,1552,47
2023,549300CB67L6KPJLHE19,27060,NY,36109,36109002300,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,135000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,135000,2,1,2,4,1,NA,87,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,2,1,6,,,,,3,,,,5505,13.91,112000,113.7,2058,2461,42
2023,549300CB67L6KPJLHE19,27060,NY,36109,36109001500,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,Race Not Available,Female,3,0,2,1,1,1,2,2,2,65000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,65000,2,1,2,3,1,NA,54,46,1,10,1,11,12,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,6,,,,,3,,,,6321,28.51,112000,120.23,1404,2044,32
2023,549300CB67L6KPJLHE19,27060,NY,36109,36109000700,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,55000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,65000,2,1,2,3,1,NA,109,30%-<36%,1,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,2,1,6,,,,,2,,,,3641,29.52,112000,116.03,636,1429,0
2023,5493000YNV8IX4VD3X12,27060,NY,36109,36109001400,NA,Conventional:First Lien,Multifamily:Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,2085000.0,NA,8.63,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,1,1,2,3005000,2,3,3,5,50-99,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,1,1,6,,,,,10,,,,3595,21.42,112000,118.19,935,1552,47
2023,549300HW662MN1WU8550,27060,NY,36109,36109001100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,1,2,1,1,1,2,2,2,215000.0,73.684,5.5,-0.223,2,10995.41,NA,8010.5,2110.5,,360,NA,NA,2,2,2,2,285000,1,1,3,5,2,NA,128,<20%,3,9,2,,,,,1,12,,,,2,2,5,,,,,6,,,,,2,2,2,1,2,2,35-44,35-44,No,No,2,1,2,1,,,,10,,,,6162,22.72,112000,127.6,955,1853,45
2023,549300HW662MN1WU8550,27060,NY,36109,36109002000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,265000.0,97.0,5.374,-0.27,2,11919.14,NA,9094.23,2801.23,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,96,39,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,2,1,1,2,,,,10,,,,4291,17.94,112000,95.19,1151,1580,44
2023,549300HW662MN1WU8550,27060,NY,36109,36109001302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,1,235000.0,75.0,5.98,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,315000,1,3,3,5,1,NA,256,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,2,,,,,10,,,,3972,36.98,112000,114.39,790,1262,47
2023,549300HW662MN1WU8550,27060,NY,36109,36109001500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,445000.0,65.672,5.49,-0.717,2,11725.77,NA,8755.0,,1346.77,360,NA,NA,2,2,2,2,675000,1,1,3,5,1,NA,215,20%-<30%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,2,1,1,2,,,,10,,,,6321,28.51,112000,120.23,1404,2044,32
2023,549300HW662MN1WU8550,27060,NY,36109,36109002200,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,4,1,1,2,2,2,225000.0,98.235,5.624,-0.605,2,21523.83,NA,16295.5,10112.78,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,100,20%-<30%,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,<25,<25,No,No,2,1,4,,,,,10,,,,4431,12.59,112000,81.63,1299,1882,52
2023,549300HW662MN1WU8550,27060,NY,36109,36109002000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,1,1,2,2,2,265000.0,97.0,7.5,0.735,2,7386.03,NA,4697.22,3642.22,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,76,46,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,25-34,9999,No,NA,2,1,2,,,,,10,,,,4291,17.94,112000,95.19,1151,1580,44
2023,549300HW662MN1WU8550,27060,NY,36109,36109000600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,165000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,2,3,5,1,NA,149,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,2,,,,,10,,,,5415,32.13,112000,215.57,808,1312,57
2023,549300XY701IELCE5Q08,27060,NY,36109,36109000700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,245000.0,80.0,5.875,-0.123,2,4790.0,NA,1465.36,1465.36,,360,NA,360,2,2,2,2,315000,1,1,3,5,1,NA,114,38,1,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,3641,29.52,112000,116.03,636,1429,0
2023,549300FNXYY540N23N64,27060,NY,36109,36109001800,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,71,2,3,1,1,2,2,2,245000.0,NA,6.25,NA,2,5677.0,NA,0.0,,,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,3,3,6,,,,,10,,,,4883,15.3,112000,80.54,1758,2494,40
2023,549300FNXYY540N23N64,27060,NY,36109,36109001600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,71,2,1,1,1,2,2,2,255000.0,NA,7.125,NA,2,10724.4,NA,8153.0,6908.0,12.0,360,NA,NA,2,2,2,2,315000,1,3,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4263,12.53,112000,82.65,1439,2029,61
2023,549300FNXYY540N23N64,27060,NY,36109,36109002100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,71,2,1,1,1,2,2,2,145000.0,NA,6.25,NA,2,4275.89,NA,2091.0,1071.0,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,3,3,6,,,,,10,,,,4203,15.8,112000,98.52,1379,1966,42
2023,549300FNXYY540N23N64,27060,NY,36109,36109001700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,71,2,2,1,1,2,2,2,255000.0,NA,6.625,NA,2,15470.88,NA,7127.38,129.03,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4368,15.32,112000,75.37,1344,1857,41
2023,5493001GAASLCSP1PB64,27060,NY,36109,36109000300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,1,1,2,2,2,255000.0,484.4,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,55000,1,1,3,5,1,NA,308,<20%,9,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,25-34,9999,No,NA,1,1,6,,,,,7,4,,,2780,38.53,112000,0,27,113,29
2023,5493003B20KZ3DEZGB43,27060,NY,36109,36109001100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,165000.0,70.0,7.25,0.438,2,6550.31,NA,2222.5,822.5,,360,NA,60,2,2,2,2,235000,1,1,3,5,1,NA,78,20%-<30%,1,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,6162,22.72,112000,127.6,955,1853,45
2023,C5654JQHZUHN0772B561,27060,NY,36109,36109001902,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,3,1,1,2,2,2,425000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,290,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,1,,,,,10,,,,3163,16.28,112000,100.73,1059,1411,43
2023,C5654JQHZUHN0772B561,27060,NY,36109,36109002100,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,3,1,1,2,2,2,235000.0,99.96,7.5,-0.0123,2,9143.85,NA,1408.44,1408.44,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,56,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,4203,15.8,112000,98.52,1379,1966,42
2023,549300T3F9S1MKFKHC53,27060,NY,36109,36109001000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,1,2,1,1,1,2,2,1,315000.0,64.583,7.625,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,485000,1,3,3,5,1,NA,464,<20%,3,1,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,2,,,,10,,,,4530,35.41,112000,72.41,917,1934,55
2023,549300VUQ4KD10YTTM53,27060,NY,36109,36109002000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,145000.0,95.0,6.125,0.258,2,3352.28,NA,1677.28,477.28,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,52,50%-60%,1,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,1,5,3,4,<25,9999,No,NA,1,1,2,,,,,10,,,,4291,17.94,112000,95.19,1151,1580,44
2023,B4TYDEB6GKMZO031MB27,27060,NY,36109,36109002000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,1,1,1,1,2,2,2,165000.0,88.18,6.125,-0.032,2,571.6,NA,0.0,1869.6,245.0,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,54,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,4291,17.94,112000,95.19,1151,1580,44
2023,B4TYDEB6GKMZO031MB27,27060,NY,36109,36109001100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,335000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,274,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,2,7,,,,10,,,,6162,22.72,112000,127.6,955,1853,45
2023,B4TYDEB6GKMZO031MB27,27060,NY,36109,36109001600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,1,1,2,2,2,145000.0,70.0,6.625,0.756,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,205000,1,2,3,5,1,NA,206,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,2,7,,,,10,,,,4263,12.53,112000,82.65,1439,2029,61
