activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067001500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,1,1,2,2,2,55000.0,74.999,7.75,NA,3,4426.83,NA,2153.35,,95.0,186,NA,NA,2,1,2,2,65000,1,3,3,5,1,NA,128,20%-<30%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,2781,69.94,93300,54.94,272,1022,0
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067010200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,445000.0,84.133,6.375,0.646,2,5742.48,NA,3725.0,,,366,NA,NA,2,1,2,2,525000,1,1,3,5,1,NA,160,42,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,6086,11.4,93300,106.95,1527,2115,38
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067011241,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,495000.0,82.054,6.0,0.363,2,5870.54,NA,3825.0,,,366,NA,66,2,1,2,2,605000,1,1,3,5,1,NA,125,49,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,2586,13.53,93300,161.01,872,937,25
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067005200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,105000.0,99.545,7.125,0.748,2,3385.66,NA,1150.0,,,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,32,30%-<36%,3,10,1,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,1930,92.64,93300,42.36,225,857,77
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067004600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,1,1,2,2,2,185000.0,80.0,6.0,0.65,2,2443.54,NA,725.0,,,360,NA,60,2,2,2,2,225000,1,1,3,5,1,NA,70,41,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,5150,30.29,93300,134.1,1598,1921,75
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067013200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,215000.0,95.0,6.0,0.949,2,2589.88,NA,725.0,,,360,NA,60,2,2,2,2,225000,1,1,3,5,1,NA,193,46,2,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,1,,,,,10,,,,3004,10.15,93300,122.23,961,1037,67
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067016502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,245000.0,80.0,8.0,2.143,2,3407.54,NA,725.0,,,360,NA,60,2,2,2,2,305000,1,1,3,5,1,NA,97,43,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,4284,6.33,93300,135.13,1313,1610,61
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067012000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,285000.0,95.0,6.0,0.341,2,2648.08,NA,725.0,,,360,NA,60,2,2,2,2,305000,1,1,3,5,1,NA,139,30%-<36%,2,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,5476,8.53,93300,80.97,1995,2490,51
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067010200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,435000.0,95.0,NA,NA,3,NA,NA,NA,NA,NA,366,NA,6,2,1,2,2,455000,1,1,3,5,1,NA,292,41,3,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,1,,,,,9,,,,6086,11.4,93300,106.95,1527,2115,38
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067011800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,255000.0,71.429,6.0,0.26,2,7309.34,NA,3825.0,,,366,NA,66,2,1,2,2,355000,1,1,3,5,1,NA,86,44,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,6165,12.3,93300,75.76,1843,1988,51
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067003200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,295000.0,90.0,8.0,1.913,2,2586.54,NA,725.0,,500.0,360,NA,60,2,2,2,2,325000,1,1,3,5,1,NA,152,39,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,3465,49.58,93300,0,11,145,66
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067016502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,235000.0,95.0,6.0,0.201,2,3257.54,NA,725.0,,,360,NA,60,2,2,2,2,245000,1,1,3,5,1,NA,95,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,4284,6.33,93300,135.13,1313,1610,61
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067012300,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,835000.0,90.0,6.375,0.231,2,3236.54,NA,725.0,,200.0,360,NA,60,2,2,2,2,935000,1,1,3,5,1,NA,654,<20%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,3431,9.33,93300,128.93,1171,1278,51
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067015800,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,0,2,1,1,1,2,2,2,945000.0,78.708,7.0,0.25,2,6813.08,NA,1325.0,,,366,NA,66,2,1,2,2,1205000,1,1,3,5,1,NA,397,30%-<36%,2,3,2,,,,,2,,,,,2,2,2,5,,,,2,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,4910,9.55,93300,116.26,1728,1886,50
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067010800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,275000.0,82.42,7.79,NA,3,NA,NA,NA,NA,NA,240,NA,36,2,2,2,2,335000,1,3,3,5,4,NA,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,4703,15.42,93300,88.39,1299,1452,61
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067014800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,615000.0,80.0,6.0,-0.025,2,3081.54,NA,725.0,,,360,NA,60,2,2,2,2,765000,1,1,3,5,1,NA,-79,<20%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,3282,15.81,93300,210.48,1120,1288,48
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067011402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,525000.0,94.633,6.0,0.596,2,2885.08,NA,725.0,,,360,NA,60,2,2,2,2,555000,1,1,3,5,1,NA,312,30%-<36%,1,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,1,,,,,10,,,,4160,7.88,93300,126.23,1471,1704,43
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067010400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Female,1,1,2,1,1,1,2,2,2,135000.0,96.197,7.25,1.102,2,2921.54,NA,725.0,,,240,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,73,39,3,10,2,,,,,5,,,,,2,4,1,5,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,4028,10.75,93300,129.23,1251,1474,48
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067014900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,205000.0,32.31,7.0,0.79,2,280.63,NA,0.0,,1840.63,180,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,288,<20%,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,6,,,,,10,,,,1977,22.05,93300,131.43,505,652,46
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067011231,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,185000.0,74.0,6.5,0.03,2,3382.54,NA,725.0,,,360,NA,60,2,2,2,2,255000,1,1,3,5,1,NA,59,42,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,4650,16.62,93300,110.53,1628,1718,44
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067011300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,425000.0,95.0,6.375,0.405,2,7422.08,NA,3825.0,,,366,NA,66,2,1,2,2,455000,1,1,3,5,1,NA,196,44,1,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,4152,13.85,93300,114.6,1115,1401,46
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067000501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,85000.0,81.211,8.125,0.847,2,5674.66,NA,2193.58,,,366,NA,NA,2,1,2,2,105000,1,1,3,5,2,NA,83,46,3,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,<25,<25,No,No,1,1,1,,,,,10,,,,2471,65.07,93300,45.83,77,989,0
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067016700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,605000.0,93.461,6.5,-0.013,2,4672.16,NA,725.0,,,360,NA,60,2,2,2,2,645000,1,1,3,5,1,NA,157,46,1,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,2456,7.13,93300,117.82,919,1377,54
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067013900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,105000.0,105.0,7.5,0.969,2,2863.08,NA,725.0,,,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,52,48,1,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,<25,<25,No,No,1,1,1,,,,,10,,,,2741,19.74,93300,88.99,854,1012,67
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067012100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,265000.0,75.362,6.875,0.225,2,6830.54,NA,3825.0,,,366,NA,66,2,1,2,2,345000,1,1,3,5,1,NA,112,39,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,5202,7.9,93300,159.4,1560,1715,27
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067016400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,2,0,2,1,1,1,2,2,2,95000.0,57.576,8.0,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,63,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,4026,16.89,93300,117.53,1074,1358,49
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067011600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,305000.0,60.0,6.0,-0.168,2,9513.08,NA,6725.0,6000.0,,360,NA,60,2,2,2,2,505000,1,1,3,5,1,NA,171,46,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,10,,,,5088,9.96,93300,117.53,1539,2022,57
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067011401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,225000.0,35.484,6.5,0.029,2,2817.08,NA,875.0,,,360,NA,60,2,2,2,2,625000,1,1,3,5,1,NA,122,20%-<30%,1,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,10,,,,7253,10.27,93300,160.03,2259,2357,32
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067016002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,305000.0,87.608,7.25,0.224,2,3451.08,NA,725.0,,,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,185,36,1,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,2820,7.16,93300,134.8,1110,1168,48
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067005200,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,155000.0,69.0,8.16,NA,3,NA,NA,NA,NA,NA,240,NA,60,2,2,2,2,225000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,1930,92.64,93300,42.36,225,857,77
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067011700,NA,Conventional:Subordinate Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,2,2,2,1,3805000.0,NA,9.25,NA,3,NA,NA,NA,NA,NA,240,NA,18,2,2,2,2,8505000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,4199,11.05,93300,102.96,922,1213,47
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067011500,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,5085000.0,70.67,10.0,NA,3,NA,NA,NA,NA,NA,300,NA,12,2,2,2,2,7205000,1,3,3,5,25-49,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,6573,11.33,93300,156.46,1922,2095,26
2023,254900WBNJ2MGXXXDY75,45060,NY,36067,36067010800,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,1,1,2,2,1,1505000.0,41.0,7.62,NA,3,NA,NA,NA,NA,NA,336,NA,36,2,2,2,2,3625000,1,1,3,5,25-49,0,NA,NA,2,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,4703,15.42,93300,88.39,1299,1452,61
2023,549300OTLWFQPOOSC346,45060,NY,36067,36067014200,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Free Form Text Only,White,Male,1,0,2,1,1,1,2,2,2,35000.0,80.0,8.75,1.983,2,NA,741.6,NA,NA,NA,240,NA,NA,2,2,2,2,45000,2,1,2,3,1,NA,36,30%-<36%,2,10,,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,2,2,6,,,,,10,,,,4315,27.97,93300,71.02,1258,1695,68
2023,FT6J43S06X6CLJ0R0B48,45060,NY,36067,36067014800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,375000.0,65.0,6.875,-0.051,2,7231.56,NA,2968.75,1868.75,,360,NA,36,2,2,2,2,575000,1,1,3,5,1,NA,NA,NA,3,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,3282,15.81,93300,210.48,1120,1288,48
