activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085003600,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,1405000.0,NA,6.1,NA,3,NA,NA,NA,NA,NA,120,NA,60,2,2,1,2,1955000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,2792,63.79,99300,116.49,514,902,41
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085020805,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,325000.0,65.0,6.125,0.384,2,6710.84,NA,1792.5,812.5,,360,NA,60,2,2,2,2,505000,1,1,3,5,1,NA,96,46,2,10,2,,,,,5,,,,,1,4,2,,,,,8,,,,,1,4,2,5,1,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,6433,19.52,99300,132.79,2123,2343,33
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085017014,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,1,645000.0,50.0,5.875,0.029,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,1285000,1,3,3,5,2,NA,246,30%-<36%,2,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4327,23.39,99300,121.04,1255,1636,37
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085018703,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,1,435000.0,60.0,6.125,0.302,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,725000,1,3,3,5,1,NA,156,20%-<30%,1,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,3976,55.91,99300,133.72,872,1238,49
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085012804,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,465000.0,60.0,6.25,0.101,3,7164.6,NA,980.0,,,360,NA,36,2,2,2,2,775000,1,2,3,5,1,NA,NA,NA,9,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4644,37.94,99300,124.69,1054,1664,52
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085020100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,645000.0,70.0,6.125,0.108,2,9112.65,NA,1780.63,800.63,,360,NA,60,2,2,2,2,915000,1,1,3,5,2,NA,186,30%-<36%,9,2,2,,,,,2,,,,,1,1,2,,,,,2,,,,,1,1,2,2,1,1,25-34,25-34,No,No,1,1,6,,,,,10,,,,3796,46.79,99300,149.22,790,1326,70
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085012200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,2,2,2,485000.0,65.844,6.125,0.132,2,8293.87,NA,2180.0,1200.0,,360,NA,60,2,2,2,2,725000,1,1,3,5,1,NA,132,36,2,10,2,,,,,5,,,,,1,4,2,,,,,8,,,,,1,4,1,5,1,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,3938,22.42,99300,112.32,926,1435,71
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085005901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,2,2,2,385000.0,70.0,6.125,0.063,2,7585.85,NA,1461.25,481.25,,360,NA,60,2,2,2,2,555000,1,1,3,5,1,NA,132,20%-<30%,3,10,2,,,,,5,,,,,1,4,2,,,,,8,,,,,1,4,1,5,1,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,2854,29.78,99300,95.67,763,909,68
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085005000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,365000.0,54.546,6.0,0.152,2,6600.49,NA,980.0,,,360,NA,36,2,2,2,2,665000,1,1,3,5,1,NA,156,30%-<36%,3,10,2,,,,,5,,,,,1,4,2,,,,,8,,,,,1,4,2,5,1,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4357,47.81,99300,94.82,974,1160,38
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085013203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,2,2,2,695000.0,70.0,6.125,0.226,2,7619.06,NA,980.0,,,360,NA,60,2,2,2,2,995000,1,1,3,5,2,NA,NA,NA,3,10,2,,,,,5,,,,,1,4,2,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5790,21.66,99300,147.14,1617,2248,53
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085017009,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,2,0,2,1,1,1,2,2,2,525000.0,65.082,6.0,0.301,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,795000,1,1,3,5,1,NA,114,48,3,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4473,15.31,99300,149.08,1199,1666,38
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085017014,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,1,1,2,2,1,565000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,NA,1,3,3,5,2,NA,216,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4327,23.39,99300,121.04,1255,1636,37
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085017011,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Sex Not Available,5,0,2,1,1,1,2,2,1,825000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,NA,1,3,3,5,2,NA,NA,NA,9,9,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4587,21.26,99300,139.12,1400,1697,42
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085014604,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,675000.0,67.007,6.125,0.36,2,9149.23,NA,2655.0,1675.0,,360,NA,60,2,2,2,2,995000,1,1,3,5,2,NA,NA,NA,3,10,2,,,,,5,,,,,1,4,2,,,,,8,,,,,1,4,2,5,1,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,6651,20.51,99300,149.73,2051,2590,46
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085004700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,575000.0,70.0,6.125,0.362,2,8662.29,NA,2415.0,1435.0,,360,NA,60,2,2,2,2,825000,1,1,3,5,2,NA,156,36,2,10,2,,,,,5,,,,,1,4,2,,,,,8,,,,,1,4,2,5,1,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,3126,42.32,99300,135.95,727,800,60
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085027705,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,2,2,2,435000.0,60.0,6.125,0.255,2,6475.51,NA,980.0,,,360,NA,60,2,2,2,2,725000,1,1,3,5,1,NA,132,30%-<36%,1,10,2,,,,,5,,,,,1,4,2,,,,,8,,,,,1,4,1,5,1,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,5866,45.21,99300,130.4,1508,2037,39
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085029102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,545000.0,70.0,6.125,0.296,2,7501.87,NA,980.0,,,360,NA,60,2,2,2,2,785000,1,1,3,5,1,NA,138,43,3,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,3394,42.16,99300,100.49,907,1038,35
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085007002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,2,2,2,285000.0,63.927,6.125,0.309,2,6291.66,NA,980.0,,,360,NA,60,2,2,2,2,435000,1,1,3,5,1,NA,102,20%-<30%,2,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,6215,41.9,99300,143.8,1346,1820,34
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085014605,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,2,2,2,315000.0,64.949,6.25,-0.162,2,7881.89,NA,2555.0,1575.0,,360,NA,NA,2,2,2,2,485000,1,1,3,5,1,NA,76,39,2,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,3785,16.38,99300,142.31,1087,1370,51
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085014604,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,335000.0,65.0,6.125,0.309,2,5669.68,NA,980.0,,,360,NA,60,2,2,2,2,525000,1,1,3,5,1,NA,84,48,1,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,6651,20.51,99300,149.73,2051,2590,46
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085017009,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,535000.0,66.333,6.0,0.254,2,9669.3,NA,3750.0,2650.0,,360,NA,60,2,2,2,2,795000,1,1,3,5,1,NA,114,49,2,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4473,15.31,99300,149.08,1199,1666,38
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085027705,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,2,2,2,465000.0,60.131,6.375,0.336,2,7679.89,NA,1100.0,,,360,NA,NA,2,2,2,2,765000,1,1,3,5,1,NA,156,37,2,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,5866,45.21,99300,130.4,1508,2037,39
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085020805,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,375000.0,70.0,6.125,0.232,2,6581.91,NA,980.0,,,360,NA,60,2,2,2,2,545000,1,1,3,5,1,NA,126,39,1,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,6433,19.52,99300,132.79,2123,2343,33
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085004002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,2,2,2,385000.0,70.0,6.25,0.121,2,7896.24,NA,2905.0,1925.0,,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,94,38,2,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,3409,95.51,99300,131.34,697,761,23
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085004700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,125000.0,65.0,6.0,0.488,2,5911.19,NA,1743.5,643.5,,180,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,106,20%-<30%,1,10,2,,,,,5,,,,,1,4,2,,,,,8,,,,,1,4,2,5,1,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,3126,42.32,99300,135.95,727,800,60
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085014605,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,2,2,2,525000.0,70.0,6.0,0.403,2,8549.02,NA,3742.5,2642.5,,360,NA,60,2,2,2,2,755000,1,1,3,5,1,NA,144,45,2,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,6,,,,,10,,,,3785,16.38,99300,142.31,1087,1370,51
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085013400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,475000.0,70.0,6.0,0.242,2,9510.4,NA,3360.0,2380.0,,360,NA,60,2,2,2,2,685000,1,1,3,5,1,NA,NA,NA,2,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4204,31.61,99300,124.06,1006,1394,59
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085025100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,295000.0,70.0,6.25,-0.089,2,7704.7,NA,3305.0,2205.0,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,120,40,3,10,2,,,,,5,,,,,1,4,2,,,,,8,,,,,1,4,2,5,1,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,6030,30.98,99300,170.15,1949,2181,51
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085014605,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,2,2,2,475000.0,66.809,6.125,0.281,2,7049.3,NA,1100.0,,,360,NA,60,2,2,2,2,705000,1,1,3,5,1,NA,132,30%-<36%,1,10,2,,,,,5,,,,,1,4,2,,,,,8,,,,,1,4,1,5,1,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,3785,16.38,99300,142.31,1087,1370,51
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085027704,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,2,2,2,405000.0,65.646,6.0,0.289,2,7144.34,NA,3135.0,2035.0,,360,NA,60,2,2,2,2,625000,1,1,3,5,1,NA,145,20%-<30%,1,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4612,41.18,99300,108.82,1160,1671,40
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085013204,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,395000.0,70.0,6.125,0.177,2,6789.85,NA,1100.0,,,360,NA,60,2,2,2,2,565000,1,1,3,5,1,NA,108,37,3,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5055,24.77,99300,118.38,1252,1691,52
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085012806,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,2,2,1,425000.0,60.0,6.375,0.928,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,705000,1,3,3,5,1,NA,NA,NA,9,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,6659,37.98,99300,62.63,803,1271,53
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085017005,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,2,2,2,405000.0,60.0,6.25,0.336,2,8465.15,NA,3110.0,2010.0,,360,NA,NA,2,2,2,2,675000,1,1,3,5,1,NA,120,30%-<36%,1,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4845,20.68,99300,123.11,1385,1776,34
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085015603,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,2,2,2,645000.0,70.0,6.25,-0.076,2,9676.1,NA,4320.0,3220.0,,360,NA,NA,2,2,2,2,925000,1,1,3,5,2,NA,NA,NA,1,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4776,23.64,99300,116.79,1300,1677,41
2023,FT6J43S06X6CLJ0R0B48,35614,NY,36085,36085011203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,1,455000.0,64.893,6.0,0.318,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,695000,1,3,3,5,1,NA,144,40,3,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,6,,,,,10,,,,6791,39.15,99300,83.58,1542,2220,47
